,amenity,name,point,Closest_Sectors
1068,parking,,POINT (77.09974520916212 28.42538992238939),"[('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 54', (28.441611, 77.1118718)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 61', (28.4110188, 77.0963685))]"
1069,restaurant,Unitech Infospace Food Court,POINT (77.07143349126305 28.5096190134981),"[('Sector 21', (28.5143629, 77.0730087)), ('Sector 23', (28.510319, 77.0530094)), ('Sector 22A', (28.505716964038275, 77.07207837211523))]"
1070,parking,,POINT (77.09250707549985 28.497956916703448),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 22A', (28.505716964038275, 77.07207837211523))]"
1071,school,,POINT (77.08767539829024 28.478371898103113),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
1072,school,,POINT (77.0872316470972 28.476757292161444),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 43', (28.4548735, 77.0858864))]"
1073,hospital,,POINT (77.07946342464588 28.473716442845024),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1074,hospital,,POINT (77.08442995535556 28.468398331815408),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864))]"
1075,school,,POINT (77.09074514328054 28.470835439522393),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 42', (28.4558973, 77.1084759)), ('Sector 43', (28.4548735, 77.0858864))]"
1076,school,Government Senior Secondary School,POINT (77.09209629552748 28.472385384020473),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 42', (28.4558973, 77.1084759)), ('Sector 43', (28.4548735, 77.0858864))]"
1077,school,,POINT (77.07954163333332 28.467162000000002),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1078,school,,POINT (77.0795488 28.46370683333333),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545))]"
1079,school,,POINT (77.07943455651613 28.466729049809462),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1080,school,,POINT (77.07941417792524 28.463082891133233),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545))]"
1081,school,,POINT (77.08802236666666 28.485293466666665),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
1082,school,,POINT (77.08999353964445 28.483827269901948),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
1083,school,Gurgaon Valley School,POINT (77.08922188604633 28.485076968940426),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
1084,school,,POINT (77.08667731537635 28.488509377119488),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 22A', (28.505716964038275, 77.07207837211523))]"
1085,school,Sherwood Convent,POINT (77.07634043333333 28.482774133333333),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1086,school,Shriram School,POINT (77.08560045544233 28.466521355120477),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864))]"
1087,school,Amity School,POINT (77.07684447239768 28.45486098638843),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805))]"
1088,hospital,,POINT (77.08235228607604 28.450227552197756),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805))]"
1089,school,,POINT (77.08016740657192 28.458964291486208),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 52', (28.4368166, 77.0795276))]"
1090,school,Lancer's International,POINT (77.09500110337781 28.44556617108668),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 42', (28.4558973, 77.1084759)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 54', (28.441611, 77.1118718)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157))]"
1091,school,,POINT (77.07348813145589 28.403888535084345),"[('Sector 50', (28.4166536, 77.0611745)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 60', (28.3985617, 77.0978276)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 63', (28.3964476, 77.086498)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 67', (28.3864052, 77.0598046)), ('Sector 63A', (28.39186544402343, 77.08978257840688))]"
1092,school,,POINT (77.06735260372623 28.404905993509313),"[('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 63', (28.3964476, 77.086498)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 67', (28.3864052, 77.0598046))]"
1093,school,,POINT (77.05661546666666 28.440232566666662),"[('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276))]"
1094,hospital,Mayom Hospital,POINT (77.06353436351192 28.458047493821457),"[('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1095,school,,POINT (77.06398885708904 28.454091843739814),"[('Sector 16', (28.4687344, 77.0511794)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 52', (28.4368166, 77.0795276))]"
1096,hospital,,POINT (77.05433354975312 28.41462050297461),"[('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 72', (28.4159257, 77.0290772))]"
1097,hospital,Sanar International Hospital,POINT (77.10211900334718 28.439342357155645),"[('Sector 42', (28.4558973, 77.1084759)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 54', (28.441611, 77.1118718)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157))]"
1098,parking,,POINT (76.93459708982641 28.36406014188549),"[('Sector 3', (28.3627664, 76.9193261)), ('Sector 5', (28.3673537, 76.9267238)), ('Sector 6', (28.3759219, 76.9245485))]"
1099,parking,,POINT (76.93750849505957 28.365702024700443),"[('Sector 3', (28.3627664, 76.9193261)), ('Sector 5', (28.3673537, 76.9267238)), ('Sector 6', (28.3759219, 76.9245485)), ('Sector 80', (28.3702173, 76.9611159))]"
1100,parking,,POINT (76.93522728271626 28.362480480197256),"[('Sector 3', (28.3627664, 76.9193261)), ('Sector 5', (28.3673537, 76.9267238)), ('Sector 6', (28.3759219, 76.9245485))]"
1101,parking,,POINT (76.93762125000002 28.36245615),"[('Sector 3', (28.3627664, 76.9193261)), ('Sector 5', (28.3673537, 76.9267238)), ('Sector 6', (28.3759219, 76.9245485)), ('Sector 80', (28.3702173, 76.9611159))]"
1102,parking,,POINT (76.93536132453951 28.36567746473892),"[('Sector 3', (28.3627664, 76.9193261)), ('Sector 5', (28.3673537, 76.9267238)), ('Sector 6', (28.3759219, 76.9245485))]"
1103,parking,,POINT (76.93811762159928 28.364085076183283),"[('Sector 3', (28.3627664, 76.9193261)), ('Sector 5', (28.3673537, 76.9267238)), ('Sector 6', (28.3759219, 76.9245485)), ('Sector 80', (28.3702173, 76.9611159))]"
1104,parking,,POINT (77.06799544861022 28.461953211715926),"[('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1105,parking,,POINT (77.06678189999998 28.463271950000003),"[('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1106,parking,,POINT (77.06527825 28.46443675),"[('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1107,parking,,POINT (77.06579448289033 28.463619423344774),"[('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1108,parking,,POINT (77.06728357905554 28.462471955951244),"[('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1109,parking,,POINT (77.06808464592933 28.46723216789066),"[('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1110,parking,,POINT (77.06414781756992 28.464971353484405),"[('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
1111,restaurant,Bikanerwala,POINT (77.08472745388755 28.416186834434907),"[('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 60', (28.3985617, 77.0978276)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 63', (28.3964476, 77.086498)), ('Sector 65', (28.4030162, 77.0695893))]"
1112,school,,POINT (77.07706885012496 28.418038683573336),"[('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893))]"
1113,school,,POINT (77.0870708083683 28.422086241996546),"[('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781))]"
1114,school,,POINT (77.08071501246302 28.416875908195333),"[('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 63', (28.3964476, 77.086498)), ('Sector 65', (28.4030162, 77.0695893))]"
1115,school,,POINT (77.08838552460408 28.42215157142484),"[('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781))]"
1116,school,,POINT (77.08886104386526 28.423161014266118),"[('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781))]"
1117,school,,POINT (77.08830160190519 28.418606516872345),"[('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 59', (28.4030162, 77.1066682)), ('Sector 60', (28.3985617, 77.0978276)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 63', (28.3964476, 77.086498))]"
1118,school,,POINT (77.07774772668606 28.42057814468708),"[('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893))]"
1119,school,,POINT (77.07660819140521 28.42262956070095),"[('Sector 46', (28.4359133, 77.0584045)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893))]"
1120,school,,POINT (77.08536252073775 28.424778297417202),"[('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781))]"
1121,school,Scottish High International School,POINT (77.08898813277524 28.42637812142384),"[('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781))]"
